date,month,temper,rainfall,water_temper,in_bod,in_cod,in_ss,in_tn,in_tp,in_bac,flux
20190101,1,-4.8,0,6.6,18.9,21,13.3,14.184,0.946,5000,413
20190102,1,-4.4,0,6.6,16.9,19,10,13.651,0.955,5000,357
20190103,1,-5.5,0,6.6,21.1,18.4,17.3,17.357,0.85,4000,414
20190104,1,-2.8,0,6.5,16.4,18.3,10.3,19.003,0.886,2000,400
20190105,1,-1.3,0,6.5,17.4,18.2,11.7,18.773,0.907,4000,353.3
20190106,1,-5.5,0,6.6,16.2,19.2,12,19.253,0.922,2000,396.2
20190107,1,-3.1,0,6.6,18,19.1,9.6,15.36,0.96,2000,408
20190108,1,-0.8,0,6.6,24.4,19.4,16.4,15.84,0.96,5000,412
20190109,1,-6.3,0,6.5,20.2,15.3,11.2,11.52,0.48,1000,350
20190110,1,-0.6,0,6.5,17.3,17.4,8.8,17.299,0.749,2000,428
20190111,1,-1,0,6.4,14.6,15.7,10.4,16.042,1.006,1000,417
20190112,1,0.5,9.5,6.6,16.5,19.4,13.2,14.616,0.79,3000,481
20190113,1,-0.2,0,6.5,17.6,21.7,15.2,17.827,0.869,6000,475
20190114,1,-0.8,0,6.5,16.6,18.2,13.6,15.235,0.986,2000,475
20190115,1,0.1,0,6.6,15.2,27.5,10.8,14.026,0.934,1000,482
20190116,1,-4.5,0,6.2,17.5,18.2,9.6,16.282,0.84,1000,467
20190117,1,-0.8,0,6.3,19.3,21.9,24.5,19.354,1.082,3000,468
20190118,1,-2.4,0,6.3,18.8,19.7,20.8,15.562,1.188,2000,464
20190119,1,0.4,0,6.4,16.5,20.2,20.4,18.365,1.164,3000,466
20190120,1,0.9,0,6.5,18.9,21.9,18.4,17.107,1.363,5000,468
20190121,1,-0.4,0,6.5,20.9,19.9,44,17.707,0.857,4000,469
20190122,1,1.7,0,6.3,16.7,26.3,19,14.933,0.926,3000,472
20190123,1,2.1,0,6,19.8,20,13.5,15.36,0.955,3000,427
20190124,1,-2.6,0,4.8,17.9,20.5,14,15.163,0.922,1000,320
20190125,1,-2.7,0,4.6,16.8,15.4,13.3,11.088,1.109,2000,355
20190126,1,-4.4,0,4.9,20.7,20.4,14.4,12.053,1.169,6000,367
20190127,1,-3.4,0,5.1,18.5,23.7,13.6,11.794,1.174,7000,359
20190128,1,1.5,0,5.5,20.8,27.1,14,13.795,1.14,2000,441
20190129,1,-2.6,0,5.9,32.6,28.4,35.3,18.254,1.577,15000,526
20190130,1,1.6,0,5.6,9.9,24,23.3,18.019,1.169,6000,522
20190131,1,-0.5,1,5.5,253.2,223.6,500,58.23,10.051,8000,482
20190101,1,-4.8,0,12.6,112.8,81.1,138,40.738,3.413,57000,1622
20190102,1,-4.4,0,12.5,119.7,76.3,132,40.469,3.362,75000,1678
20190103,1,-5.5,0,12.1,95.8,68.5,104,29.448,2.791,49000,1681
20190104,1,-2.8,0,11.6,176.3,101.6,280,38.453,4.08,121000,1648
20190105,1,-1.3,0,11.6,116.1,81.3,192,38.338,4.049,75000,1624
20190106,1,-5.5,0,11.8,117.3,85.1,182,38.827,4.018,84000,1623
20190107,1,-3.1,0,11.8,66.3,58.3,58,27.36,2.88,52000,1669
20190108,1,-0.8,0,11.6,81.2,44.8,47,27.36,2.4,39000,1497
20190109,1,-6.3,0,11.4,72.2,65.5,64,34.56,2.88,21000,1580
20190110,1,-0.6,0,11.4,62.3,46.7,52,31.622,2.767,21000,1624
20190111,1,-1,0,11.5,102.3,40.2,39,31.018,2.578,48000,1632
20190112,1,0.5,9.5,11.6,96,70.7,108,38.995,4.042,69000,1580
20190113,1,-0.2,0,11.4,93.9,79.1,134,34.354,3.228,49000,1685
20190114,1,-0.8,0,11.8,122.1,83.7,134,38.587,4.018,39000,1638
20190115,1,0.1,0,11.7,114,77.8,180,34.219,3.737,15000,1622
20190116,1,-4.5,0,11.5,96.9,71.7,134,34.238,3.31,20000,1633
20190117,1,-0.8,0,11.5,169.7,115.6,282,35.813,4.488,62000,1677
20190118,1,-2.4,0,11.5,94.5,114.2,130,36.274,3.689,40000,1680
20190119,1,0.4,0,11.4,96,80.2,168,33.989,4.282,69000,1628
20190120,1,0.9,0,11.5,108,91.8,124,33.206,4.044,65000,1621
20190121,1,-0.4,0,11.5,115.8,71.5,114,31.368,2.866,50000,1637
20190122,1,1.7,0,11.4,145.2,81.3,144,36.907,3.547,52000,1465
20190123,1,2.1,0,11.3,145.5,159.4,276,49.488,6.485,48000,1130
20190124,1,-2.6,0,11.3,93.8,46.4,32,45.952,2.381,29000,1624
20190125,1,-2.7,0,11.3,156.3,65.2,90,34.819,3.082,88000,1621
20190126,1,-4.4,0,11.4,132.8,81.2,138,35.285,3.17,51000,1641
20190127,1,-3.4,0,11.6,123.9,81.2,124,36.211,3.118,49000,1659
20190128,1,1.5,0,11.8,227.4,115.8,114,37.632,4.61,48000,1676
20190129,1,-2.6,0,11.5,95.4,83.9,150,37.709,4.234,50000,1641
20190130,1,1.6,0,11.2,147.9,83.1,172,36.931,3.773,48000,1626
20190131,1,-0.5,1,11.5,47.3,75.6,150,38.246,3.799,59000,1678
20190101,1,-4.8,0,7.7,101.4,86.5,144,40.579,3.444,55000,5425
20190102,1,-4.4,0,7.5,95.7,82.7,86,41.424,3.41,37000,5474
20190103,1,-5.5,0,7.8,208.7,141.1,164,37.349,5.518,59000,4980
20190104,1,-2.8,0,7.4,135,94.2,134,36.979,3.766,63000,5109
20190105,1,-1.3,0,7.4,125.4,94.3,130,36.682,3.65,57000,5729
20190106,1,-5.5,0,7.4,123.9,91.5,132,37.162,3.569,47000,5733
20190107,1,-3.1,0,7.5,65.9,81.1,118,24.48,3.12,38000,5060
20190108,1,-0.8,0,7.8,100.2,76.3,152,33.6,2.88,44000,5398
20190109,1,-6.3,0,8,207.6,80.3,134,27.84,3.6,22000,5031
20190110,1,-0.6,0,8,106.2,92.4,132,42.298,3.991,39000,5080
20190111,1,-1,0,8.1,105.6,89.6,122,37.968,3.643,48000,5600
20190112,1,0.5,9.5,8.1,106.5,92.3,122,33.043,4.123,55000,5295
20190113,1,-0.2,0,7.7,111.6,90.5,124,38.179,4.042,30000,5499
20190114,1,-0.8,0,7.6,108.3,82.5,94,37.469,3.202,32000,5184
20190115,1,0.1,0,8,139.8,90.6,144,33.878,3.542,22000,5512
20190116,1,-4.5,0,8.2,97.8,88.8,168,33.638,3.792,33000,5865
20190117,1,-0.8,0,8.2,131.1,109,150,28.613,3.146,24000,4837
20190118,1,-2.4,0,8.1,90.9,83.4,94,32.381,3.274,20000,5497
20190119,1,0.4,0,8.2,111.6,92.4,154,29.323,3.245,55000,5070
20190120,1,0.9,0,7.7,117,112.6,134,32.808,3.523,62000,5553
20190121,1,-0.4,0,7.4,132.6,93,104,38.861,3.47,40000,5652
20190122,1,1.7,0,7.8,177.9,81.7,94,29.443,2.822,35000,4859
20190123,1,2.1,0,8.2,105.6,89.7,82,34.79,3.247,50000,5156
20190124,1,-2.6,0,8.3,104.7,88.4,84,32.242,3.014,37000,5397
20190125,1,-2.7,0,8.3,134.7,85.1,98,34.195,2.911,56000,5722
20190126,1,-4.4,0,8.3,120.3,86.6,116,33.653,3.01,35000,5234
20190127,1,-3.4,0,7.7,137.4,112.2,128,35.75,3.17,42000,5328
20190128,1,1.5,0,7.5,150,109.8,132,31.171,3.286,32000,5468
20190129,1,-2.6,0,7.9,111.9,90.5,118,34.838,3.276,38000,5367
20190130,1,1.6,0,8.1,127.8,91.3,148,36.274,3.377,80000,5520
20190131,1,-0.5,1,8.2,138,90,118,39.83,3.809,42000,5439
20190101,1,-3,0,11.1,88.5,88.8,98,33.171,2.833,250000,15381
20190102,1,-3,0,11.5,100.5,96.9,74,30.539,2.691,220000,14561
20190103,1,4,0,11.8,81,60.6,222,36.576,4.392,260000,15382
20190104,1,2,0,11.6,143.7,120.9,300,44.543,5.498,420000,15327
20190105,1,3,0,10.2,124.5,138.4,322,47.246,5.555,330000,14537
20190106,1,2,0,10.5,124.2,131.6,148,51.215,3.953,260000,15363
20190107,1,-2,0,10.7,83.7,84.3,138,47.114,3.632,210000,14723
20190108,1,4,0,10.1,130.8,123.7,230,48.779,5.728,320000,14625
20190109,1,0,0,11.1,139.5,103.4,188,34.813,3.579,57000,15630
20190110,1,1,0,12.1,165,252,580,57.648,6.903,370000,14670
20190111,1,0,0,10.9,154.5,284,692,60.238,8.042,430000,14754
20190112,1,0,3.1,10.7,136.8,125.2,208,49.664,4.849,240000,15445
20190113,1,-1,0,10.6,120,115.6,236,44.322,4.831,270000,14811
20190114,1,-2,0,9.9,294,284,775,65.356,8.052,530000,14843
20190115,1,3,0.1,12.6,95.4,84,110,29.034,3.005,28000,15050
20190116,1,-1,0,10.9,113.1,99.7,132,33.785,4.097,25000,14492
20190117,1,-2,0,11.7,107.4,96,170,41.3,4.259,17000,14716
20190118,1,-1,0,12,93.9,81.4,146,34.891,3.422,21000,14965
20190119,1,1,0,12.6,123,70.8,106,31.947,2.753,27000,14601
20190120,1,4,0,12.2,189.6,100.6,94,29.023,2.879,26000,14857
20190121,1,3,0,12.4,93.9,115.4,130,37.395,3.691,35000,15760
20190122,1,4,0,11.2,116.4,69,1020,56.1,7.364,230000,14268
20190123,1,1,0,11.5,137.7,85.4,210,35.365,4.265,190000,15533
20190124,1,4,0,11.9,146.4,112.8,136,36.564,3.977,120000,15151
20190125,1,0,0,10,85.5,65.8,142,47.98,3.75,160000,14217
20190126,1,1,0,9,169.8,65.2,94,31.392,2.909,110000,15841
20190127,1,2,0,12.1,104.1,80,148,32.32,2.588,140000,14658
20190128,1,2,0,13.1,143.4,110.4,122,39.348,3.587,92000,14333
20190129,1,2,0,10.7,179.4,138,228,41.186,4.8,84000,14804
20190130,1,4,0,11.9,144,110.6,168,36.847,3.725,120000,14903
20190131,1,3,2.8,11.9,205.2,158,430,40.862,4.887,33000,15117
20190101,1,-3,0,12.6,72.3,42,53,11.454,0.235,140000,13176
20190102,1,-3,0,14.1,88.8,73.2,85,17.638,0.919,190000,14340
20190103,1,4,0,14.7,84.3,62.6,76,18.695,1.03,130000,14659
20190104,1,2,0,14,73.8,55.2,59,18.92,1.139,90000,13006
20190105,1,3,0,14.5,84.3,75.5,81,20.051,1.122,120000,13484
20190106,1,2,0,13.4,76.2,72,62,12.112,0.338,69000,12121
20190107,1,-2,0,14.3,77.4,65.6,67,20.778,0.988,15000,13412
20190108,1,4,0,14.5,108,95.2,54,25.21,1.079,60000,14346
20190109,1,0,0,13.9,86.7,55.4,72,21.165,0.688,20000,14887
20190110,1,1,0,14.3,98.1,56,44,14.811,0.86,23000,12302
20190111,1,0,0,14.1,139.5,82.8,47,25.302,2.412,28000,13373
20190112,1,0,3.1,13.6,75.9,64.8,96,17.709,1.124,41000,12950
20190113,1,-1,0,11.4,73.5,47.6,49,12.503,0.339,23000,12007
20190114,1,-2,0,13.5,77.1,49.3,61,15.175,0.853,44000,11917
20190115,1,3,0.1,14.8,118.5,92.8,55,23.98,0.598,7400,15714
20190116,1,-1,0,14,71.7,65.2,51,14.477,0.545,12000,12011
20190117,1,-2,0,13.6,66,55.6,48,12.275,0.603,340,11956
20190118,1,-1,0,12.8,123.6,111.4,111,20.317,0.759,5000,15093
20190119,1,1,0,15,76.5,64,70,17.435,0.329,3400,10972
20190120,1,4,0,14.8,79.2,63,50,8.664,0.266,4400,12452
20190121,1,3,0,14.5,123.6,82.9,113,17.767,2.423,11000,12103
20190122,1,4,0,14.6,89.4,56.4,46,11.918,1.882,7400,13974
20190123,1,1,0,14,105.9,66,59,15.678,0.762,7200,12216
20190124,1,4,0,14.4,93.6,78,78,17.22,1.73,8400,14929
20190125,1,0,0,15.1,107.4,89.4,60,23.857,1.012,6000,13109
20190126,1,1,0,13,73.2,61,70,22.326,1.33,7500,11569
20190127,1,2,0,13.6,80.1,66.8,47,8.536,0.17,5200,12443
20190128,1,2,0,14.6,83.7,69.8,85,13.442,1.106,6500,13410
20190129,1,2,0,14.1,109.8,91.4,59,22.424,0.606,4600,13680
20190130,1,4,0,13.9,97.2,81,95,18.966,1.689,6100,14070
20190131,1,3,2.8,14.1,79.2,56.4,77,16.264,0.954,3600,11852
20190101,1,-3,0,12.9,240,118,82,40.145,3.437,230000,9950
20190102,1,-3,0,13,232.2,92.3,126,37.382,3.828,280000,10635
20190103,1,4,0,12.4,253.2,137.6,184,47.153,4.484,280000,12666
20190104,1,2,0,12.11,281.4,119.6,152,44.675,4.626,240000,11190
20190105,1,3,0,10.4,232.2,119.7,138,46.32,4.415,270000,12015
20190106,1,2,0,10.5,202.2,107.4,90,42.086,3.454,230000,10852
20190107,1,-2,0,10.2,237.6,130.6,198,42.88,4.629,280000,12264
20190108,1,4,0,12.6,253.8,123.7,148,41.399,4.205,800000,11185
20190109,1,0,0,11.6,270,135.7,202,41.407,4.467,340000,11644
20190110,1,1,0,12.9,265,100,204,37.86,4.338,380000,11732
20190111,1,0,0,12.6,338,136.9,200,45.185,4.469,330000,11460
20190112,1,0,3.1,13.5,244.2,110.3,126,40.349,4.055,280000,12625
20190113,1,-1,0,11.3,232.8,100.6,224,49.39,5.12,350000,11250
20190114,1,-2,0,11,228,100.6,152,40.486,4.308,440000,11449
20190115,1,3,0.1,13.4,298.8,146,220,40.6,4.53,180000,11906
20190116,1,-1,0,11.9,269,128.6,176,38.617,4.169,240000,10909
20190117,1,-2,0,12.3,280,150.8,138,38.421,3.955,33000,12998
20190118,1,-1,0,12.6,244,129.4,182,42.641,3.763,47000,12059
20190119,1,1,0,13.7,238.8,107.4,136,34.073,3.529,26000,11697
20190120,1,4,0,13.4,238.8,105.4,100,39.787,3.655,41000,13262
20190121,1,3,0,12.8,244.2,100.3,150,44.439,3.98,82000,10749
20190122,1,4,0,12.1,225.6,92.6,192,45.445,4.327,290000,12066
20190123,1,1,0,12.9,229,200,178,39.508,4.498,260000,11150
20190124,1,4,0,13,235,117.7,192,42.67,4.689,220000,12230
20190125,1,0,0,12.9,197.4,93.6,182,42.139,4.344,250000,11578
20190126,1,1,0,13.8,196.2,73.8,136,30.199,2.57,220000,11350
20190127,1,2,0,11.9,177.6,78,242,43.724,5.3,240000,13841
20190128,1,2,0,12.9,225,112.4,158,39.083,4.033,220000,11888
20190129,1,2,0,12.5,315,157.6,174,48.644,4.235,180000,11255
20190130,1,4,0,13,266,133.1,190,42.814,4.308,160000,11870
20190131,1,3,2.8,12.8,245,122.4,152,36.232,3.995,140000,11876
20190101,1,-5,0,15.3,192.5,129.2,220,51.305,5.46,117000,14025
20190102,1,-4.9,0,13.9,201.8,135.2,240,49.296,5.66,113000,13727
20190103,1,-3.5,0,14.2,199.3,133.6,220,49.147,5.78,118000,13676
20190104,1,-1.1,0,14.1,203.1,131,220,42.72,5.091,105000,13763
20190105,1,-2.8,0,13.8,218.9,146.2,260,48.625,6.03,106000,14071
20190106,1,-2.8,0,13.7,213.9,141,260,49.186,5.877,111000,13854
20190107,1,-1.9,0,15.9,204.9,135.2,240,51.803,5.957,107000,13909
20190108,1,-3.5,0,15.2,208,137.2,240,49.692,5.757,108000,13733
20190109,1,-4.7,0,14.6,195.9,129.4,260,50.545,6.111,112000,13545
20190110,1,-0.6,0,14.2,202.7,133.8,220,51.175,5.865,101000,13436
20190111,1,2.4,0,13.8,204.9,129.2,260,52.24,5.927,106000,13448
20190112,1,2.8,12.2,13.5,173.6,112,200,52.76,5.725,115000,15259
20190113,1,1.2,0,13.5,224.4,141.8,260,53.79,5.623,119000,14700
20190114,1,1.4,0,16.2,207.7,131,220,55.14,5.537,107000,13635
20190115,1,-1.7,0,16,195.8,123.3,240,55.79,5.711,102000,13585
20190116,1,-5.2,0,15.9,195,127.8,260,53.57,5.728,108000,13530
20190117,1,-0.3,0,15.6,200.9,131.6,240,49.79,5.636,112000,13391
20190118,1,0.6,0,15.8,198.4,128,220,51.988,5.958,120000,13232
20190119,1,3.6,0,13.5,187.2,122.8,240,56.142,5.95,114000,13373
20190120,1,-1.4,0,15.2,196.2,128.6,220,53.05,5.536,117000,12930
20190121,1,-1.2,0,15.5,214.5,136.4,260,52.828,5.988,106000,13307
20190122,1,1.7,0,16,208.9,132.8,280,56.24,6.096,118000,13583
20190123,1,2,0,16.4,196.1,124.5,260,54.786,6.024,110000,13430
20190124,1,0.1,0,16.1,205.7,130.7,240,57.12,5.942,113000,13568
20190125,1,-1.2,0,15.2,207.4,131.8,260,57.378,6.271,112000,13334
20190126,1,-2.5,0,14.1,194.7,128.6,260,55.15,6.059,108000,13560
20190127,1,-0.1,0,13.9,197.2,130.2,240,58.823,5.48,105000,13949
20190128,1,1.2,0,15.2,192.2,127,280,54.72,6.715,104000,13429
20190129,1,-0.2,0,15.5,204.1,134.7,260,53.079,6.433,108000,13574
20190130,1,1.8,0,15.8,194.1,128.2,240,53.884,6.041,110000,13608
20190131,1,-2,5.5,16,179.8,116,200,54.945,6.339,106000,13992
20190101,1,1,0,14.3,100.3,90.2,165,39.972,4.047,170000,64070
20190102,1,3.8,0,13.2,101.5,86.4,161.3,41.392,4.18,190000,70616
20190103,1,6.3,0,13.9,79,81,160,40.824,3.915,180000,63060
20190104,1,4.7,0,13,100.9,97.8,156.3,36.79,4.484,210000,64990
20190105,1,5.5,0,13.2,101.7,90.6,165,38.778,3.763,180000,68620
20190106,1,4.4,0,13,96.2,86,163.8,40.085,3.554,190000,69772
20190107,1,8.2,0,13.9,91.8,81.4,178.8,40.597,3.668,210000,61640
20190108,1,9.4,0,13.2,109.3,102,156.3,36.165,4.066,230000,63790
20190109,1,7.2,0,13,114.5,111,163.8,39.517,4.104,200000,62120
20190110,1,8.5,0,13.2,108.7,107.2,152.5,46.165,4.427,210000,65694
20190111,1,9,0,12.7,105.1,109.3,159,37.642,4.693,220000,65320
20190112,1,6.2,0.7,12.6,90.6,82.4,157.5,40.313,3.801,200000,66570
20190113,1,6.8,0,12.8,93,82.8,155,38.835,3.934,210000,67060
20190114,1,7.3,0,13.2,93,87,168.8,42.756,4.294,190000,67639
20190115,1,9.6,0,13.4,90.8,80.8,160,43.665,4.009,180000,62500
20190116,1,0,0,13.1,91.2,83.6,153.8,37.131,3.554,210000,63910
20190117,1,2.4,0,13.3,94,87.8,160,44.347,5.681,200000,64200
20190118,1,5.5,0,13,117.5,113.3,155,42.813,4.446,210000,67488
20190119,1,7.5,0.5,13.6,92.1,83,156.3,35.71,3.497,190000,67010
20190120,1,5.5,0.2,13.4,95.7,89,157.5,36.449,3.535,180000,69980
20190121,1,0.8,0,12.1,101.5,94.3,175,38.438,3.82,210000,69178
20190122,1,9.2,0,12.1,102.3,95,156.3,40.483,3.934,220000,71321
20190123,1,10.3,0,12.3,99.1,93,167.5,39.679,3.838,200000,68490
20190124,1,6.7,0,12.7,106.1,101,162.5,43.389,4.005,210000,68250
20190125,1,4.9,0,12.8,98.5,93.5,158,36.52,3.135,190000,67160
20190126,1,1,0,12.1,91,90.4,158.8,35.881,3.383,190000,69410
20190127,1,3.9,0,12.6,90.8,90,157.5,35.71,3.193,200000,66540
20190128,1,9.8,0,12.5,91.8,87.3,166,36.663,3.332,210000,63780
20190129,1,10.7,0,12.9,86.6,82,150,38.352,3.414,200000,62060
20190130,1,10.8,0,13.5,93.6,92.5,160,34.096,3.6,190000,66363
20190131,1,1.7,11.3,12.9,105.3,132,172,32.008,3.437,180000,78828
20190201,2,-2.6,0,6.1,30,30.5,16.5,13.364,1.229,12000,460
20190202,2,0.9,0,6.2,33.3,25.8,21,14.035,1.526,8000,464
20190203,2,3.5,5,6.2,30.5,24.8,17.5,15.432,0.994,8000,461
20190204,2,1.7,0,6.4,28.4,28.2,23.5,19.781,1.174,10000,462
20190205,2,0,0,6.4,27.6,26.1,19.5,14.678,1.402,7000,466
20190206,2,2.8,0,6.5,30.2,28.7,25,14.962,1.375,6000,464
20190207,2,1.9,0,6.5,39.9,32.1,58,23.165,3.511,10000,461
20190208,2,-2.5,0,6.4,30.5,20.5,20,20.232,0.982,4000,467
20190209,2,-1.9,0,6.4,29.8,35.5,28,13.594,1.596,5000,533
20190210,2,-1.8,0,6.3,29.2,37.4,25,19.253,1.229,13000,606
20190211,2,-1.6,0,6.2,28.7,30.3,31,17.41,1.058,10000,519
20190212,2,-2.7,0,6.1,20.9,20,8.8,15.984,0.953,7000,522
20190213,2,-1.9,0,6.1,50.1,54.3,76.7,21.61,1.651,2000,551
20190214,2,-1.3,0,6,419,210.2,335,57.66,8.645,146000,570
20190215,2,1.5,0,6.2,119.1,83.3,174,32.674,7.526,115000,584
20190216,2,-0.6,0,6,81.5,34.3,18,12.526,2.442,65000,589
20190217,2,-1.2,0,6.2,74.6,37.2,27,20.912,2.63,50000,510
20190218,2,0.7,0,6.2,35.6,76.8,94,27.802,2.242,23000,562
20190219,2,1.6,15.5,6.1,151.8,78.1,148,25.944,2.734,15000,596
20190220,2,1,0,6,12,16.4,10.8,14.27,0.691,2000,587
20190221,2,0.2,0,6.2,18.2,21.4,11,15.024,0.348,5000,599
20190222,2,2.4,0,6.2,17.6,19.5,13,16.752,0.95,2000,597
20190223,2,2,0,6.3,20.9,21.1,24.5,14.597,0.984,4000,590
20190224,2,3.2,0,6.4,22,20.1,23,15.086,1.464,3000,587
20190225,2,4.7,0,6.7,92.8,59,46,26.606,2.028,23000,595
20190227,2,6,0,6.9,46.2,36.9,24,20.006,1.682,12000,576
20190228,2,6,0,7.2,77.1,71.1,60,27.667,2.294,19000,575
20190201,2,-2.6,0,12.6,167.6,91.2,158,39.6,4.296,46000,1766
20190202,2,0.9,0,12.5,138,94.3,140,40.08,4.378,58000,1751
20190203,2,3.5,5,12.1,125.4,75.5,172,37.195,4.106,64000,1694
20190204,2,1.7,0,11.6,100.8,77.4,198,37.411,4.378,77000,1694
20190205,2,0,0,11.6,131.1,85.8,152,36.643,3.943,52000,1723
20190206,2,2.8,0,11.8,100.5,77.2,174,35.966,4.325,49000,1751
20190207,2,1.9,0,11.8,99,74.7,92,36.418,1.841,26000,1746
20190208,2,-2.5,0,11.6,105,59.2,98,41.482,3.055,63000,1692
20190209,2,-1.9,0,11.4,108.9,85,144,38.635,4.378,49000,1692
20190210,2,-1.8,0,11.4,118.8,78.8,156,39.71,4.19,62000,1727
20190211,2,-1.6,0,11.5,143.4,90.2,156,42.062,4.577,75000,1749
20190212,2,-2.7,0,11.6,100.8,76.9,86,45.014,4.574,58000,1739
20190213,2,-1.9,0,11.4,172.8,121.6,238,47.645,5.462,56000,1691
20190214,2,-1.3,0,11.8,172.9,127.7,150,47.347,5.225,64000,1691
20190215,2,1.5,0,11.7,166.5,102.1,142,46.402,5.39,58000,1732
20190216,2,-0.6,0,11.5,111.3,92.2,136,47.578,5.628,40000,1745
20190217,2,-1.2,0,11.5,121.8,80.6,138,45.509,5.546,62000,1736
20190218,2,0.7,0,11.5,211.2,90,132,41.981,4.188,58000,1690
20190219,2,1.6,15.5,11.4,175.2,83.5,90,40.339,3.948,29000,1689
20190220,2,1,0,11.5,120,77.8,158,40.042,4.86,45000,1736
20190221,2,0.2,0,11.5,237.6,91.7,90,45.014,3.293,29000,1748
20190222,2,2.4,0,11.4,159.3,102.1,160,44.885,4.668,69000,1725
20190223,2,2,0,11.3,129,88.8,146,43.286,4.558,51000,1531
20190224,2,3.2,0,11.3,136.2,84.3,158,41.035,4.675,45000,1498
20190225,2,4.7,0,11.3,231.5,101.6,224,45.11,4.975,105000,1735
20190226,2,3.5,0,11.4,218.5,120.1,114,43.574,4.519,34000,1738
20190227,2,6,0,11.6,102.6,98.8,86,43.459,4.298,23000,1727
20190228,2,6,0,11.8,450,234.9,663.3,49.472,7.541,230000,1691
20190201,2,-2.6,0,8.3,99.3,81.5,100,36.192,3.072,31000,5119
20190202,2,0.9,0,8.4,125.7,85.9,126,32.731,3.715,53000,5413
20190203,2,3.5,5,7.9,111.9,84.3,134,34.762,3.847,32000,5462
20190204,2,1.7,0,7.8,117.3,87.6,108,32.107,3.427,36000,5853
20190205,2,0,0,7.9,118.8,89.6,114,33.773,3.206,27000,5469
20190206,2,2.8,0,7.9,121.8,81.8,140,32.76,3.329,37000,5499
20190207,2,1.9,0,8.1,141,96.6,148,40.344,4.094,55000,5236
20190208,2,-2.5,0,8.6,140.4,83.3,142,38.366,3.283,83000,5602
20190209,2,-1.9,0,8.9,131.7,91.4,122,30.422,3.905,44000,5191
20190210,2,-1.8,0,8.3,121.8,87.2,128,31.958,4.205,39000,5500
20190211,2,-1.6,0,8,131.1,93.2,156,33.725,3.091,45000,5504
20190212,2,-2.7,0,8.3,125.4,89.9,120,33.941,3.319,60000,4797
20190213,2,-1.9,0,8.5,153.6,93.9,146,37.291,3.406,36000,5322
20190214,2,-1.3,0,8.5,132.6,111.3,138,43.214,3.989,42000,5452
20190215,2,1.5,0,8.6,162.9,110.6,186,46.526,4.663,63000,5482
20190216,2,-0.6,0,8.8,138,86.4,124,42.23,3.922,45000,5055
20190217,2,-1.2,0,8.3,151.8,80,134,41.928,3.286,39000,5452
20190218,2,0.7,0,8.1,162.8,96.7,148,40.973,3.763,46000,5152
20190219,2,1.6,15.5,8.5,153.6,106.6,114,36.139,2.002,32000,5595
20190220,2,1,0,8.6,117.6,83.3,118,38.362,3.667,48000,5372
20190221,2,0.2,0,8.8,121.5,86.9,114,38.141,3.288,55000,5326
20190222,2,2.4,0,8.9,108,80.3,136,36.072,3.17,41000,5589
20190223,2,2,0,9.2,105.3,90.4,162,34.757,3.458,38000,5514
20190224,2,3.2,0,8.8,123.3,92.6,122,36.23,3.326,29000,5701
20190225,2,4.7,0,8.8,216.5,122.3,222,41.558,4.43,86000,5244
20190226,2,3.5,0,9.3,177.8,112.5,122,31.186,2.82,52000,5368
20190227,2,6,0,9.7,144.3,120.6,138,34.594,3.526,39000,5168
20190228,2,6,0,10.2,131.1,114.1,126,37.608,3.665,66000,5468
20190201,2,2,0,12,162.6,125.1,156,34.784,3.646,42000,15213
20190202,2,0,0,12.3,121.5,93.4,136,34.371,4.362,50000,15154
20190203,2,1,5.3,12.8,97.5,75,90,17.824,1.933,56000,15886
20190204,2,2,0,14.9,243,186.8,364,37.498,5.035,84000,14718
20190205,2,2,0,16.2,163.2,125.4,186,42.84,4.876,96000,13411
20190206,2,1,0,16.2,156.6,120.4,78,31.765,2.961,88000,15432
20190207,2,3,0,13.1,207.6,159.6,222,39.553,4.101,72000,15014
20190208,2,4,0,10.4,147,113.2,154,40.104,4.663,68000,13987
20190209,2,3,0,10.8,163.8,126,734,42.652,4.681,84000,14579
20190210,2,2,0,11,147,113.2,138,30.402,2.216,43000,15056
20190211,2,3,0,11.3,154.8,119.2,266,48.184,4.521,98000,13623
20190212,2,0,0,11.2,229.2,176.4,200,45.21,4.416,180000,14795
20190213,2,-1,0,12.1,142.2,109.6,174,43.982,5.549,130000,14231
20190214,2,1,0.1,11.1,180,138.4,214,48.649,4.685,180000,16659
20190215,2,3,0,12.4,168.6,129.6,246,41.508,4.454,140000,14520
20190216,2,2,0.3,12.2,149.4,14.8,66,28.699,2.306,92000,15307
20190217,2,1,0,10.2,171.6,132,72,29.496,2.11,130000,15488
20190218,2,1,0,11.6,142.2,113.6,108,37.726,3.397,160000,14418
20190219,2,2,17,9.9,118.7,91.4,204,34.788,3.863,250000,17720
20190220,2,4,0,13.3,113.6,87.4,352,47.589,6.042,220000,16123
20190221,2,4,0,13.1,228,175.2,146,40.437,4.189,170000,15444
20190222,2,4,0,12.4,178.8,137.6,588,43.996,5.362,260000,14836
20190223,2,4,0,12.8,151.2,116.4,260,25.329,3,240000,15729
20190224,2,3,0,13.2,610.5,470,464,69.45,8.832,340000,14923
20190225,2,2,0,10.7,145.8,112,196,30.43,3.431,190000,15469
20190226,2,1,0,13.4,153,117.6,168,35.767,3.783,150000,15042
