date,month,temper,rainfall,water_temper,in_bod,in_cod,in_ss,in_tn,in_tp,in_bac,flux
20190825,8,21.4,0,25.8,128.7,120.4,162,38.99,4.327,114000,1701
20190826,8,22,0,25.8,187.3,109.6,178,42.768,5.383,109000,1748
20190827,8,20.2,26.5,25.6,206.4,107.5,276,42.216,5.201,116000,1765
20190828,8,21.7,1.5,25.4,182.6,103.7,174,39.024,4.349,39000,1726
20190829,8,20.5,0.5,25.4,243.6,106.9,100,39.298,4.471,100000,1698
20190830,8,20.9,0,25.4,152.7,64,60,36.029,3.706,34000,1695
20190831,8,20.4,0,25.2,148.5,115.4,136,39.672,4.399,83000,1746
20190801,8,28,0,26.6,158.4,99,88,34.478,3.576,110000,5594
20190802,8,27.6,0,27.1,195.6,149.7,150,34.819,3.329,120000,5436
20190803,8,27.1,0,27.5,168,98.5,104,34.478,3.276,95000,5608
20190804,8,27.6,0,27.8,121.8,96.9,98,35.155,3.322,91000,5569
20190805,8,26.9,0,28.1,177,93.4,92,34.085,3.062,110000,5711
20190806,8,24,37,28.2,256.2,69.9,122,38.563,3.54,130000,5713
20190807,8,26.3,2.5,28,110.1,67.6,104,29.342,2.89,89000,5689
20190808,8,26.1,1,27.7,158.1,77.8,104,27.518,3.077,140000,5527
20190809,8,27.1,0,27.4,91.8,58.1,64,31.742,2.808,62000,5823
20190810,8,26.1,0,27.1,107.1,73.4,108,27.11,3.13,70000,5689
20190811,8,26.7,0,27.1,91.2,74.7,100,26.866,3.178,103000,5738
20190812,8,27.9,0,27.3,117.3,76.1,166,29.002,3.163,76000,5444
20190813,8,26.8,0,27.6,84.6,78,108,31.843,3.158,83000,5578
20190814,8,26.7,1,27.9,96,77.8,102,35.842,3.54,69000,5605
20190815,8,25.3,13,28,119.4,75,102,35.304,3.25,88000,5952
20190816,8,25.8,0,27.9,136.8,76,104,33.158,3.473,103000,5485
20190817,8,25.5,0,27.8,93.4,78.1,112,34.205,3.437,81000,5676
20190818,8,24.2,0,27.6,110.8,77.3,112,33.518,3.406,63000,5420
20190819,8,23.2,0,27.4,41.4,65.5,86,32.266,2.678,61000,5671
20190820,8,23.4,0,27.4,90.4,81.1,86,35.645,3.41,70000,5658
20190821,8,24.4,4.5,27.3,119.4,81.7,124,38.352,4.085,69000,5469
20190822,8,23.8,33.5,27.2,85.6,76.6,90,34.267,3.679,50000,5808
20190823,8,22.4,0,26.9,102,69.7,146,31.574,2.99,69000,5931
20190824,8,20.5,0,26.7,108.3,80,128,33.206,3.847,66000,5526
20190825,8,21.4,0,26.5,95.8,83,124,34.205,3.206,81000,5722
20190826,8,22,0,26.2,127.5,87.6,142,36.514,3.59,73000,5428
20190827,8,20.2,26.5,26.1,174.4,88.8,178,29.069,2.777,74000,5771
20190828,8,21.7,1.5,25.8,102.9,67.5,84,30.408,2.63,41000,5425
20190829,8,20.5,0.5,25.7,209.2,67.7,102,34.118,3.583,87000,5797
20190830,8,20.9,0,25.5,168.9,58,120,36.149,3.624,55000,5623
20190831,8,20.4,0,25.3,119.7,76,122,33.71,3.569,72000,5719
20190801,8,29,0,26.8,90.8,67.8,136,34.883,3.699,240000,21766
20190802,8,30,0,27.1,100,74.8,132,29.42,3.298,250000,18806
20190803,8,31,0,26.9,69.5,51.9,86,21.06,1.421,240000,20211
20190804,8,24,0,27.2,74.4,56.4,76,22.914,1.636,270000,19835
20190805,8,32,0,27.3,114.5,86.8,142,40,4.192,210000,19251
20190806,8,28,7.7,28,110.8,84,134,31.97,3.315,240000,19322
20190807,8,27,9.8,26.3,67.1,50.1,80,26.954,2.509,260000,25064
20190808,8,28,4.7,27.3,99,62.9,130,31.714,3.921,250000,20104
20190809,8,29,0,26.3,89.6,66.2,126,34.484,4.069,260000,21329
20190810,8,31,0,27.6,116.7,88.4,88,15.2,1.958,250000,20046
20190811,8,31,0,27.5,78.6,59.6,110,24.401,2.834,270000,18821
20190812,8,30,0,27.4,96.6,72.2,130,38.596,4.443,280000,17234
20190813,8,31,0,27.3,81.2,60.6,116,40.875,4.817,280000,19657
20190814,8,30,0,28,79,59,108,33.725,4.103,250000,17917
20190815,8,26,9.6,27.4,83.8,62.6,42,13.434,1.174,200000,18947
20190816,8,26,0.4,26.3,88.8,66.4,108,32.43,4.6,220000,21482
20190817,8,28,0,26.8,85.4,63.8,194,27.228,3.638,270000,19345
20190818,8,28,0,26.5,85.4,63.8,106,26.692,2.811,220000,19104
20190819,8,28,0,26.8,79,59,156,42.228,3.817,230000,18432
20190820,8,29,0,27.4,86.4,64.6,160,43.477,4.707,260000,17937
20190821,8,26,48.8,26.5,112.7,85.4,182,43.13,4.985,280000,21358
20190822,8,26,46.9,26.3,116.7,57.3,114,25.531,2.571,270000,29842
20190823,8,25,0,25.5,81.2,60.6,132,32.703,2.724,350000,22973
20190824,8,28,0,25.8,88.8,66.4,124,31.602,3.407,260000,22114
20190825,8,26,0,26,88.8,66.4,102,24.381,3.353,260000,19843
20190826,8,27,0,25.6,92,68.8,148,39.742,4.316,260000,18830
20190827,8,25,17.5,25.2,116.7,88.4,124,25.551,4.238,260000,19932
20190828,8,23,1.5,24.9,92.6,69.2,150,29.993,3.907,240000,20667
20190829,8,23,0,25.2,101.4,76.6,170,38.103,4.449,260000,19275
20190830,8,25,0,25.2,89.6,62.2,130,33.775,3.857,260000,20125
20190831,8,25,0,24.9,119.1,83.8,162,32.311,4.688,220000,21878
20190801,8,29,0,28.2,109.8,89.2,69,9.292,1.117,140000,13497
20190802,8,30,0,30.2,77.6,61.6,58,7.609,1.478,77000,12357
20190803,8,31,0,28.6,58.1,47.2,71,10.993,0.755,120000,9663
20190804,8,24,0,28.8,185.1,146.8,174,21.258,2.804,170000,8573
20190805,8,32,0,29.1,49.8,39.5,55,11.788,1.596,210000,7698
20190806,8,28,7.7,27.4,102.2,81.1,202,16.05,2.468,180000,13012
20190807,8,27,9.8,27.4,67.8,53.7,131,15.039,1.564,220000,13027
20190808,8,28,4.7,29.5,60.9,42.9,54,8.195,0.594,180000,13530
20190809,8,29,0,28.1,57.9,56,39,9.725,0.597,200000,11896
20190810,8,31,0,29,82.2,66.8,139,12.529,0.907,180000,12325
20190811,8,31,0,28.7,50.3,39.9,78,4.643,1.059,220000,11931
20190812,8,30,0,28.6,109.5,89,88,11.478,2.105,200000,13787
20190813,8,31,0,28.8,75.2,59.6,60,7.372,0.716,240000,11660
20190814,8,30,0,29.3,60.5,50.4,56,9.842,0.855,190000,15353
20190815,8,26,9.6,29,50.4,40,66,8.224,0.525,170000,14124
20190816,8,26,0.4,28.7,80.4,63.8,69,7.634,1.32,170000,13236
20190817,8,28,0,28.2,73.4,58.2,68,8.32,0.615,220000,13720
20190818,8,28,0,28.6,75.4,59.8,63,10.677,0.84,180000,9883
20190819,8,28,0,28.2,71.9,57,65,9.123,1.37,150000,11781
20190820,8,29,0,28.7,78.9,64.2,58,9.176,1.168,170000,12667
20190821,8,26,48.8,28,80.5,65.4,63.7,7.511,0.849,200000,14692
20190822,8,26,46.9,26.7,75,51.9,29,12.373,0.411,160000,17045
20190823,8,25,0,27,92.5,75.2,48,17.266,0.86,150000,16598
20190824,8,28,0,26.8,46.9,37.2,62,6.02,0.535,150000,12942
20190825,8,26,0,27,47.8,37.9,48,4.575,0.383,110000,10915
20190826,8,27,0,26.9,70.1,55.6,134,12.322,1.507,120000,12534
20190827,8,25,17.5,27,75,59.5,115,8.372,1.895,190000,13695
20190828,8,23,1.5,26.2,80,63.4,93.8,8.563,1.271,150000,13440
20190829,8,23,0,26.6,69,44.8,65,9.522,0.786,130000,13329
20190830,8,25,0,26.4,130.8,84.4,50,8.477,1.615,110000,14903
20190831,8,25,0,26,91.4,56.2,87,4.338,0.936,91000,13281
20190801,8,29,0,27.3,241,117.6,204,41.192,4.723,140000,12624
20190802,8,30,0,28.3,229.5,112,186,33.199,3.82,270000,11790
20190803,8,31,0,28.1,337.8,168.8,222,46.49,4.961,270000,11143
20190804,8,24,0,27.8,312,156,188,42.649,4.282,350000,9175
20190805,8,32,0,28,252.7,123.2,216,49.272,5.659,280000,10211
20190806,8,28,7.7,27.5,236.8,115.6,194,35.09,4.281,290000,11172
20190807,8,27,9.8,26.5,187.3,89.1,226,45.566,4.452,290000,12046
20190808,8,28,4.7,27.6,210,106.9,230,37.688,4.065,330000,15962
20190809,8,29,0,26.9,357.6,163.6,547.5,52.418,5.811,280000,13179
20190810,8,31,0,28.4,183,91.4,178,38.07,4.747,340000,12473
20190811,8,31,0,26.9,244.2,119.1,282,47.928,6.105,290000,11887
20190812,8,30,0,26.8,237.8,116,260,50.162,5.676,340000,10900
20190813,8,31,0,27.6,268.2,134,338,53.746,6.185,420000,12436
20190814,8,30,0,27.7,251,122.4,230,45.556,4.859,370000,12588
20190815,8,26,9.6,27.2,220.3,104.9,256,47.496,5.959,280000,13688
20190816,8,26,0.4,26.6,230.1,112.3,234,49.723,5.288,370000,12605
20190817,8,28,0,27.8,188.6,89.7,242,48.924,5.704,360000,11605
20190818,8,28,0,28,180,85.7,242,62.451,5.614,410000,10457
20190819,8,28,0,27.2,128.1,61,262,59.772,5.65,460000,12463
20190820,8,29,0,27.8,189,94.6,196,38.644,4.455,350000,13610
20190821,8,26,48.8,27,186.9,93.4,188,39.206,4.859,280000,15018
20190822,8,26,46.9,26.4,223.7,79,172,33.644,3.804,270000,19797
20190823,8,25,0,26,184.3,87.7,200,35.184,3.746,350000,12311
20190824,8,28,0,26.5,188.1,89.7,156,24.249,3.282,280000,12831
20190825,8,26,0,26.7,207,98.6,208,46.963,4.691,340000,12804
20190826,8,27,0,26.4,255,124.4,175,45.781,4.816,280000,13664
20190827,8,25,17.5,26,223.7,106.6,185,36.986,3.916,280000,12904
20190828,8,23,1.5,24.9,211.3,100.6,190,45.092,4.563,280000,13032
20190829,8,23,0,25.7,259.9,73.8,238,49.932,5.491,360000,12505
20190830,8,25,0,25.7,219.9,99.7,214,55.629,5.003,280000,12343
20190831,8,25,0,25.9,207.9,94.3,208,32.442,4.545,280000,12170
20190801,8,31.6,0,25,205.5,137,290,59.074,5.336,139000,14991
20190802,8,29,0,25,207.8,138.5,210,54.842,5.348,108000,14652
20190803,8,26.5,0,25.2,187.7,125.1,230,59.818,5.664,123000,14219
20190804,8,28.7,0,25,187.8,125.2,200,55.221,5.529,132000,14943
20190805,8,27,0,25,216.4,144.3,200,59.701,6.154,110000,15078
20190806,8,25.7,60.1,25,206.2,137.5,200,58.757,5.99,100000,15342
20190807,8,29.7,0.4,25,224.2,149.5,230,56.265,5.798,114000,19656
20190808,8,29.7,0,25,156.4,100.4,310,52.838,5.978,143000,16822
20190809,8,29.2,0,25.6,194.2,129.5,240,52.12,5.462,122000,15731
20190810,8,27.2,0,25.7,204.1,136.1,200,55.155,6.1,116000,16552
20190811,8,27.8,2,26,195.7,130.5,300,55.986,5.364,126000,15322
20190812,8,30.8,0,27.2,213.1,142.1,320,53.321,5.6,132000,15631
20190813,8,28,0,26.5,193.2,138,220,55.706,5.917,111000,14965
20190814,8,27.3,3.9,26.6,223.6,149.1,230,54.06,5.654,115000,15502
20190815,8,26.5,23,26.3,199.1,132.7,300,55.966,6.059,112000,17189
20190816,8,29.1,0,27,211.8,132.4,320,58.78,5.702,109000,16992
20190817,8,29.5,0,25.2,241.2,150.8,250,52.172,6.02,144000,15684
20190818,8,27.8,0,24.3,221.4,138.4,260,54.884,5.915,103000,15373
20190819,8,26.2,16.4,25.2,206.2,128.9,320,58.55,5.368,102000,15584
20190820,8,25.9,7.8,26.1,190.2,126.8,260,41.655,5.684,126000,17862
20190821,8,25.6,42.7,28.6,157.4,98.4,250,57.924,5.772,115000,17175
20190822,8,25.7,62,27,230.5,144.1,240,55.072,5.628,127000,25698
20190823,8,26.5,0,27.3,137.6,86,270,57.944,5.998,132000,19462
20190824,8,24.4,0,24.9,173.1,123.7,320,57.954,6.001,148000,17759
20190825,8,25.4,0,25.3,206,147.2,250,54.716,5.775,133000,16513
20190826,8,25.3,0,28.2,207.2,148,210,44.64,6.113,138000,15861
20190827,8,22.9,11.1,27.2,183.2,130.9,220,54.402,5.695,136000,15575
20190828,8,24.1,2.3,27.4,180.8,129.2,240,46.513,6.792,101000,14264
20190829,8,23.9,0,25.2,164.1,117.2,240,43.82,5.381,146000,12753
20190830,8,25.2,0,25,204.1,145.8,240,56.264,5.893,134000,12100
20190831,8,25.2,0,24.8,188.4,134.6,260,58.028,5.665,131000,13161
20190801,8,29.9,0,26,188.5,196.8,150,33.655,5.865,200000,82160
20190802,8,32.2,0,26.4,88.4,82.8,151.3,42.06,6.932,210000,80990
20190803,8,28.9,0,26.1,108.1,91,155,34.176,5.073,220000,84656
20190804,8,28.8,0,26,98.7,94.2,153.8,35.256,5.396,210000,78270
20190805,8,30.2,0,26.7,120.2,116.8,150,32.001,5.62,200000,78950
20190806,8,25.8,72.5,26.5,78.2,71.8,150,32.088,6.42,200000,90070
20190807,8,27.5,1.2,24.5,64,63.8,100,20.86,3.483,100000,103640
20190808,8,28.7,0,25.6,63.1,62.8,99,23.032,3.471,110000,105180
20190809,8,29.5,0,27.1,64.2,63,114,27.143,5.893,180000,96450
20190810,8,28.3,0,27,81.2,79,156.3,34.631,3.972,190000,89930
20190811,8,28,0,26.9,77.3,76.2,155,33.494,3.573,200000,92990
20190812,8,30.5,0,27,65.2,62.6,153,34.465,4.788,210000,79510
20190813,8,30.2,0,26.8,77.9,71.8,155,33.681,4.444,220000,79880
20190814,8,30.4,0.2,26.8,72.1,78.2,162,33.308,5.602,220000,79370
20190815,8,29.8,6.2,26.1,68.4,67,153.8,34.176,4.123,180000,89260
20190816,8,30.2,0,26.5,60.4,64.2,101,33.125,6.785,200000,84230
20190817,8,27.2,0,26.2,71.4,70,153.8,33.473,5.28,210000,77440
20190818,8,27.3,0,26.2,72.2,70.8,153.8,32.275,5.508,220000,72760
20190819,8,29.3,0,26.5,69.5,66.2,151,33.952,5.596,210000,79496
20190820,8,29,0,26.7,79.7,80.8,150,34.025,6.614,200000,76510
20190821,8,29.6,23,26.4,80.1,77.4,157,33.306,7.406,210000,81680
20190822,8,26.3,45.1,26.3,73.9,72.6,128,28.204,4.739,180000,97730
20190823,8,25.4,0,25.4,62.6,57.8,94,26.115,3.613,200000,105830
20190824,8,25,0,25.2,70.5,67.2,101.3,28.915,3.545,190000,101140
20190825,8,25,0,25.2,72.8,71.2,153.8,31.916,4.65,220000,87610
20190826,8,26.8,0,25.1,71.5,70,155,34.437,5.738,220000,84780
20190827,8,3.7,4.7,24.8,71.1,69,156,32.012,3.865,190000,85682
20190828,8,25.9,2.2,25.2,60,58.2,109,29.208,3.002,180000,85960
20190829,8,24.6,1.2,24.7,64.2,61.6,107,28.797,3.993,190000,82820
20190830,8,23.6,0,24.8,70.3,68.8,120,30.471,3.251,190000,86240
20190831,8,24.4,0,24.6,73.4,67.4,138.8,31.166,3.041,200000,76358
20190901,9,20.4,0,19.4,42.3,35.4,40,21.058,2.153,35000,677
20190902,9,19.5,17.5,19.8,93,44.7,102,19.618,2.15,46000,505
20190903,9,20.7,11,20.2,55.2,31.3,70,16.042,1.433,11000,628
20190904,9,22.6,8.5,20.6,81.6,21.5,34,17.597,1.207,4000,664
20190905,9,23.8,6,20.9,30.2,23.2,67,17.064,1.277,4000,707
20190906,9,24.1,0,21.2,30,22.6,30,22.43,1.339,3000,741
20190907,9,25.5,3,21.6,41.6,28.6,43,17.635,1.13,4000,753
20190908,9,23.9,0,22,43.4,30,49,17.203,1.25,3000,691
20190909,9,24.1,16.5,22.3,114,74.9,218,27.139,3.178,40000,657
20190910,9,25,0,22.6,56.3,39,53,20.472,1.934,11000,648
20190911,9,21.8,0,22.8,32.6,38,58,20.232,1.67,6000,669
20190912,9,19,0,22.9,69.5,40.2,63,22.762,1.836,42000,633
20190913,9,18.4,0,22.7,76.5,44.3,58,22.762,1.87,55000,662
20190914,9,19.6,0,22.7,65.3,62.6,42,23.15,1.834,49000,665
20190915,9,20.2,0,22.5,59.4,3,39,22.714,1.829,31000,515
20190916,9,18.5,0,22.4,84.3,58.8,86,29.429,2.63,55000,508
20190917,9,17.5,0,22.3,99.5,61.9,130,28.373,3.019,110000,556
20190918,9,19.2,0,22.4,111.2,68.1,132,29.688,3.415,54000,485
20190919,9,17.8,0,22.3,47.4,33.4,60,21.451,1.63,46000,626
20190920,9,16.7,0,22.3,75.8,41.1,68,35.357,3.562,61000,511
20190921,9,17.4,38.5,22.2,50.1,32.7,58,20.741,1.57,34000,644
20190922,9,16.8,63.5,22,46.8,33.1,662,21.058,1.589,29000,683
20190923,9,16.5,0,22.1,18.4,19.9,55,18.254,0.857,23000,714
20190924,9,16,0,22.3,27.1,22.9,84,24.72,1.786,28000,704
20190925,9,15.7,0,22.5,16.9,20.9,50,20.832,1.188,2000,643
20190926,9,17.6,0,22.2,15,19.1,136,20.506,1.109,19000,566
20190927,9,19,0,22.1,18.6,20,20,22.618,1.502,8000,580
20190928,9,21,0,22,29.2,30.2,32,15.922,1.255,22000,593
20190929,9,20.8,0,21.8,30.3,30.9,38,19.229,1.406,20000,575
20190930,9,20,0,21.9,79.5,68.3,118.8,25.872,2.796,44000,584
20190901,9,20.4,0,25.2,165,104.6,132,38.933,4.19,72000,1759
20190902,9,19.5,17.5,25.2,158.1,58.3,62,41.683,4.373,68000,1505
20190903,9,20.7,11,25.1,84.3,24.8,40,37.709,3.274,40000,1202
20190904,9,22.6,8.5,25.1,71.7,37.9,45,32.923,2.878,60000,1399
20190905,9,23.8,6,25.1,120,65.3,72,36.854,3.917,167000,1510
20190906,9,24.1,0,25.3,126.3,67.3,78,36.12,3.845,130000,1395
20190907,9,25.5,3,25.3,124.8,61.2,80,36.144,3.542,100000,1404
20190908,9,23.9,0,25.4,129.32,62.6,76,37.694,3.838,110000,1405
20190909,9,24.1,16.5,25.5,122.1,64.7,58,38.794,4.001,120000,1429
20190910,9,25,0,25.7,158.1,64.9,178,40.344,5.074,120000,1235
20190911,9,21.8,0,25.7,117.6,76.6,106,37.829,4.735,97000,1211
20190912,9,19,0,25.6,136.8,119.1,128,41.654,4.802,120000,1319
20190913,9,18.4,0,25.6,141.9,120.8,140,41.654,4.848,120000,1228
20190914,9,19.6,0,25.6,120.3,81.8,130,41.746,4.793,110000,1253
20190915,9,20.2,0,25.6,59.4,78.4,124,41.011,4.474,31000,1381
20190916,9,18.5,0,25.3,116.7,66.8,70,46.022,4.183,110000,1460
20190917,9,17.5,0,24.9,130.8,67.1,76,42.917,4.622,250000,1511
20190918,9,19.2,0,24.8,196.2,107.1,150,41.362,5.189,134000,1611
20190919,9,17.8,0,24.8,192,89.9,158,43.018,4.949,115000,1706
20190920,9,16.7,0,24.8,190.2,86.1,148,49.272,5.15,130000,1749
20190921,9,17.4,38.5,24.8,191.1,87.4,108,42.024,4.949,120000,1616
20190922,9,16.8,63.5,23.9,196.8,86,114,41.866,4.668,120000,1701
20190923,9,16.5,0,22.8,72.2,47.5,56,27.413,2.52,56000,1693
20190924,9,16,0,22.8,160.8,80.8,152,37.109,4.157,103000,1720
20190925,9,15.7,0,23.1,114.9,69.8,72,43.694,4.79,150000,1753
20190926,9,17.6,0,23.2,181.5,86.1,132,37.546,4.423,154000,1755
20190927,9,19,0,23.4,158.1,86,126,32.683,3.986,120000,1696
20190928,9,21,0,23.6,139.5,79.4,142,39.086,4.183,110000,1698
20190929,9,20.8,0,23.9,132.9,87.4,148,37.181,4.198,110000,1686
20190930,9,20,0,24.1,215.2,89.9,210,40.752,4.577,160000,1721
20190901,9,20.4,0,25.2,110.1,72.4,120,33.538,3.283,65000,4997
20190902,9,19.5,17.5,25.2,179.7,73.6,60,31.901,2.945,71000,5333
20190903,9,20.7,11,25.1,112.8,68.1,130,33.101,3.216,48000,5710
20190904,9,22.6,8.5,25,135.6,67.8,194,34.056,3.379,134000,5875
20190905,9,23.8,6,25,119.4,71.5,162,28.858,2.722,137000,3625
20190906,9,24.1,0,25.1,158.7,85.7,184,32.707,3.905,120000,5584
20190907,9,25.5,3,25.3,130.5,70.7,134,31.306,3.158,110000,5288
20190908,9,23.9,0,25.4,131.7,70.1,158,31.958,3.626,100000,5668
20190909,9,24.1,16.5,25.6,116.4,67.9,130,33.11,3.168,95000,5525
20190910,9,25,0,25.7,192,103.1,154,39.878,3.895,130000,5808
20190911,9,21.8,0,25.7,94.5,64.9,90,39.384,4.282,88000,5432
20190912,9,19,0,25.7,146.7,112.7,118,40.57,3.386,130000,5574
20190913,9,18.4,0,25.5,149.4,119.2,136,40.57,3.492,120000,5325
20190914,9,19.6,0,25.1,116.4,76.8,122,40.632,3.451,100000,5712
20190915,9,20.2,0,25.1,105.3,74.8,118,40.152,3.353,110000,5253
20190916,9,18.5,0,25.1,151.2,75.8,136,40.574,3.626,130000,5359
20190917,9,17.5,0,25,129.9,73.5,120,40.382,3.427,110000,4944
20190918,9,19.2,0,24.9,163.2,93.9,128,33.878,3.358,106000,5150
20190919,9,17.8,0,24.8,177.9,88.2,166,36.35,3.634,93000,5242
20190920,9,16.7,0,24.7,212.4,82.5,120,41.338,4.066,110000,5051
20190921,9,17.4,38.5,24.6,213.6,88,122,35.832,3.494,100000,5200
20190922,9,16.8,63.5,23.7,199,86.8,120,36.053,3.415,110000,6279
20190923,9,16.5,0,22.8,116.7,58.1,98,29.107,2.369,93000,6299
20190924,9,16,0,22.7,120.4,71.4,104,22.013,3.086,103000,5714
20190925,9,15.7,0,22.6,129.6,68,130,35.496,3.84,141000,5470
20190926,9,17.6,0,22.6,134.1,76.2,144,40.253,3.725,112000,5152
20190927,9,19,0,22.7,124.5,69.1,104,29.155,2.813,110000,5016
20190928,9,21,0,23,135.6,73.6,138,33.677,3.145,110000,4914
20190929,9,20.8,0,23.3,127.2,76.6,136,32.51,3.206,100000,4622
20190930,9,20,0,23.4,153.3,71.6,136,38.491,3.446,130000,4963
20190901,9,24,0,25,178.7,57.8,106,15.075,2.549,250000,18660
20190902,9,22,13.3,24.7,111,77,146,39.885,3.957,250000,19985
20190903,9,21,4.3,24.2,90.8,63,144,32.915,3.784,260000,20622
20190904,9,22,7,24.4,90.6,62.8,76,17.466,2.639,220000,23331
20190905,9,25,0.5,25.5,94.2,65.4,130,28.5,3.277,250000,22481
20190906,9,28,0,25.8,95.2,66,132,31.808,3.518,260000,23189
20190907,9,26,5.6,25.2,59.3,41.1,52,16.198,1.624,210000,22697
20190908,9,26,0,25.5,58.5,40.5,156,20.686,1.839,200000,22530
20190909,9,26,31.4,25.5,107,74.2,148,37.056,5.033,240000,22663
20190910,9,29,0,25.7,81.6,56.6,96,27.583,2.733,230000,25973
20190911,9,28,0,25.8,83,57.6,126,31.991,3.694,200000,26304
20190912,9,28,3.9,25.3,79.6,55.2,106,20.454,2.491,210000,27058
20190913,9,27,0,25,105.2,73,150,18.337,2.311,190000,19850
20190914,9,27,0,25.2,60.8,42.8,44,15.427,1.574,150000,19004
20190915,9,26,0,25.3,91.8,64.6,93,26.805,3.642,170000,21585
20190916,9,26,0,24.7,117.6,82.8,174,38.712,4.236,220000,19019
20190917,9,24,0,23.9,96,66.6,170,38.495,4.379,260000,19868
20190918,9,25,0,23.9,106.2,73.6,150,33.007,3.665,240000,25043
20190919,9,26,0,24,104,72.2,170,42.171,7.692,260000,20214
20190920,9,21,0,23.8,111.4,78.4,148,32.353,3.251,250000,22000
20190921,9,20,57,23,41.5,28.8,50,25.645,2.409,200000,24837
20190922,9,19,96.4,22.2,45.3,31.4,56,31.638,3.054,220000,28526
20190923,9,20,0,21.7,54.4,37.7,70,23.78,1.8,190000,32717
20190924,9,21,0,21.1,48.3,33.5,54,29.241,1.717,160000,28546
20190925,9,20,0,21.8,101.4,70.4,84,22.364,2.39,180000,29964
20190926,9,20,0,22.5,61.6,58,104,27.827,3.209,200000,30284
20190927,9,24,0,22.9,56.8,28.8,94,22.022,2.599,230000,26305
20190928,9,23,0,23.5,56.3,48.4,128,25.646,2.993,240000,31578
20190929,9,24,0,23.6,47.4,40,50,18.876,1.55,250000,30214
20190930,9,24,0,23.7,67.5,55.7,144,27.239,3.367,240000,25977
20190901,9,24,0,25.6,66.2,40.7,38,2.641,0.25,120000,10821
20190902,9,22,13.3,25.5,98.6,60.6,74,5.187,1.649,160000,13031
20190903,9,21,4.3,25.1,99.8,61.4,51,7.333,0.559,160000,13215
20190904,9,22,7,25.7,101.8,62.6,68,8.537,0.577,200000,14813
20190905,9,25,0.5,26.4,89.8,55.2,71,8.42,1.129,140000,14629
20190906,9,28,0,27.3,104.2,64,104,8.044,1.002,170000,14323
20190907,9,26,5.6,27,92.8,57,65,9.089,1.045,130000,12650
20190908,9,26,0,26.8,44.6,27.4,45,5.129,0.372,110000,11452
20190909,9,26,31.4,26.9,96,59,73,10.805,1.108,130000,12455
20190910,9,29,0,27.2,112.2,69,51,15.298,1.035,160000,13762
20190911,9,28,0,27.6,112.6,69.2,85,9.03,1.541,140000,12089
20190912,9,28,3.9,27,102.2,62.8,72,49.164,6.178,130000,11162
20190913,9,27,0,26.4,122.7,79.2,146,46.915,5.854,170000,11161
20190914,9,27,0,26.6,244.8,154,370,55.647,6.897,230000,7314
20190915,9,26,0,26.1,171.2,107.7,196,34.479,4.272,220000,9064
20190916,9,26,0,25.5,104.2,64,107,11.815,1.299,130000,11436
20190917,9,24,0,24.9,93.2,57.3,59,11.501,1.097,150000,12678
20190918,9,25,0,24.8,117.2,73.8,81,14.793,1.368,200000,13664
20190919,9,26,0,25.6,106.8,65.6,113,12.354,2.024,170000,11876
20190920,9,21,0,25.5,105.4,64.8,66,12.036,1.123,130000,12078
20190921,9,20,57,24.6,146.7,60.1,93,8.56,1.912,150000,16155
20190922,9,19,96.4,24,62.9,38.7,35,4.299,0.193,110000,19686
20190923,9,20,0,23.5,63.4,39.9,41,6.896,0.336,120000,22088
20190924,9,21,0,24.7,116.6,73.4,43,7.701,0.828,100000,15695
20190925,9,20,0,24,115,72.4,74,9.999,0.767,140000,12904
20190926,9,20,0,25.1,159.9,84.4,79,18.233,0.858,150000,13038
20190927,9,24,0,24.5,71.6,37.9,63,10.286,1.246,160000,16626
20190928,9,23,0,25.2,113.5,61.5,82.5,16.606,0.811,180000,12756
20190929,9,24,0,25.3,95.2,50.4,138.8,8.575,1.22,200000,11631
20190930,9,24,0,25.2,108,57.2,100,11.363,1.158,220000,12734
20190901,9,24,0,25.5,226.3,102.6,192,34.139,4.135,320000,12322
20190902,9,22,13.3,25.2,207.9,94.3,170,40.929,4.492,280000,13795
20190903,9,21,4.3,24.1,204.9,92.9,368,46.832,5.171,350000,12847
20190904,9,22,7,24.9,201,91.1,162,28.801,3.891,270000,16678
20190905,9,25,0.5,25.5,219,99.4,252,38.456,3.973,280000,12165
20190906,9,28,0,26.1,220.1,102.3,204,38.358,4.463,280000,12911
20190907,9,26,5.6,26,178.7,81.1,160,34.944,3.992,270000,12098
20190908,9,26,0,26.1,219.9,99.7,206,42.469,4.495,320000,12190
20190909,9,26,31.4,26,239.8,111.4,274,50.917,5.338,280000,12131
20190910,9,29,0,26.2,221.4,102.9,230,49.723,4.579,340000,15911
20190911,9,28,0,26.5,258.9,120.3,222,53.809,5.383,320000,12776
20190912,9,28,3.9,26,204,92.6,168,49.826,5.728,280000,10189
20190913,9,27,0,26.3,213.4,96.9,188,53.001,5.621,280000,7676
20190914,9,27,0,25.9,234.3,108.9,236,54.986,6.034,290000,10393
20190915,9,26,0,26.2,237.2,110.3,264,42.549,5.027,350000,8302
20190916,9,26,0,25.5,249,115.6,270,43.078,5.279,330000,10524
20190917,9,24,0,25.2,270.6,128.9,236,45.584,5.167,310000,14726
20190918,9,25,0,25.6,243.5,113.1,226,47.217,5.042,340000,12802
20190919,9,26,0,26.2,236.1,109.7,358,52.149,6.263,360000,13612
